"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"DEVIN.SHORE","2007-2017","DAL","C",85,145.55,1,6,7,4,2.89,1.65,5.94,2.45,222,46,176,82.84,-6.11,9,5,4,64.29,-22.95,14.09,3.75,10.34,78.98,-9.76,1,0,-1,42,17.31,3.54,1.46,4.55,91.09,87.91,34.78,32.7,85.58,34.02,11.93
"DICK.TARNSTROM","2007-2017","EDM/CBJ","D",48,154.16,1,6,7,1,2.72,0.39,5.15,2,228,29,199,88.72,1.51,10,1,9,90.91,6.7,13.27,1.23,12.04,91.52,4.73,3,0,-3,51,19.85,1.4,0.54,5.56,103.27,94.23,47.16,44.23,87.19,36.9,13.82
"DION.PHANEUF","2007-2017","CGY/TOR/OTT","D",740,2772.61,38,129,167,101,3.61,2.19,152.97,3.31,4472,647,3825,87.36,0.03,303,42,261,87.83,3.51,307,37.45,269.55,89.13,1.4,26,23,-3,1272,27.53,48.1,1.04,6.68,103.39,95.82,64.14,50.46,85.82,38.58,12.05
"DMITRIJ.JASKIN","2007-2017","STL","R",190,104.19,3,0,3,3,1.73,1.73,4.11,2.37,168,27,141,86.15,-2.06,8,1,7,88.89,-0.49,11.84,2.23,9.61,84.15,-3.19,0,0,0,33,19,3.69,2.12,12.5,102.2,79.75,11.46,42.97,86.61,35.49,12.56
"DMITRI.KALININ","2007-2017","BUF/NYR/ARI","D",116,167.4,2,3,5,4,1.79,1.43,5.68,2.04,220,37,183,85.6,-3.05,11,2,9,84.62,-1.28,16.17,1.73,14.44,90.34,0.93,1,0,-1,55,19.71,2.44,0.87,6.9,101.52,89.29,21.31,38.8,85.78,35.11,12.85
"DMITRY.KULIKOV","2007-2017","FLA/BUF","D",507,1060.32,10,40,50,32,2.83,1.81,44.74,2.53,1408,247,1161,85.08,-2.85,97,10,87,90.65,2.65,85.54,16.72,68.82,83.65,-4.82,8,4,-4,331,18.73,12.48,0.71,6.37,106.49,93.28,38.18,43.44,86.89,36.66,12.52
"DMITRY.ORLOV","2007-2017","WSH","D",283,196.33,1,9,10,5,3.06,1.53,8.4,2.57,270,54,216,83.33,-5.92,17,4,13,80.95,-8.61,16.45,3.54,12.91,82.29,-5.91,0,1,1,53,16.2,1.58,0.48,4.17,100.02,84.24,14.11,38.23,87.1,35.99,12.44
"DOMINIC.MOORE","2007-2017","MIN/TOR/BUF/FLA/MTL/T.B/S.J/NYR/BOS","C",686,351.25,13,9,22,18,3.76,3.07,20.81,3.55,514,103,411,83.31,-4.04,36,5,31,87.8,2.28,35.75,5.28,30.47,87.13,-1.19,6,7,1,91,15.54,11.34,1.94,20.97,103.37,85.42,9.28,37.11,85.5,35.04,13
"DOUGIE.HAMILTON","2007-2017","BOS/CGY","D",341,758.73,16,37,53,33,4.19,2.61,48.35,3.82,1363,137,1226,90.87,2.84,88,5,83,94.62,9.19,91.11,7.63,83.48,92.27,5.81,6,1,-5,386,30.52,13.56,1.07,8.79,106.7,95.02,46.25,43.89,86.23,37.06,11.49
"DOUGLAS.MURRAY","2007-2017","S.J/PIT/MTL","D",447,101.1,1,1,2,1,1.19,0.59,2.75,1.63,171,21,150,89.06,0.07,9,3,6,75,-14.31,11.73,1.41,10.32,89.27,-1.93,2,0,-2,49,29.08,1.88,1.12,4.55,79.47,87.37,3.71,39.17,87.39,34.22,12.51
"DOUG.WEIGHT","2007-2017","STL/ANA/NYI","C",173,678.51,7,32,39,28,3.45,2.48,31.36,2.77,1048,138,910,88.36,0.83,66,9,57,88,-8,72.82,8.43,64.39,89.62,-1.6,5,2,-3,145,12.82,7.47,0.66,9.59,101.69,96.18,58.96,53.69,87.62,37.71,12.31
"DRAKE.CAGGIULA","2007-2017","EDM","C/C/L",60,98.98,2,4,6,5,3.64,3.03,5.82,3.53,175,12,163,93.58,1.71,11,1,10,91.67,-5.39,9.96,0.66,9.3,93.79,1.8,1,1,0,39,23.64,3.14,1.9,9.09,101.39,88.46,33.32,41.06,90.91,35.51,11.18
"DRAYSON.BOWMAN","2007-2017","CAR/MTL","L",178,92.66,1,1,2,2,1.3,1.3,2.2,1.42,140,23,117,85.89,-2.06,4,1,3,80,-4.16,8.71,2.12,6.59,80.42,-7.41,1,0,-1,26,16.84,1.92,1.24,9.09,98.92,85.92,8.75,36.58,84.71,35.9,13.55
"DREW.DOUGHTY","2007-2017","L.A","D",688,2464.92,43,116,159,108,3.87,2.63,141.27,3.44,4350,436,3914,90.89,1.5,271,23,248,92.18,-2.88,281.29,26.17,255.12,91.49,2.46,10,8,-2,982,23.9,38.12,0.93,9.29,103.54,95.76,63.91,48.7,87.47,38.24,11.37
"DREW.MILLER","2007-2017","ANA/T.B/DET/EDM","L/L/C/L/L/C/C",585,77.71,2,3,5,3,3.86,2.32,3.48,2.69,86,19,67,81.9,-7.4,5,1,4,83.33,-5.79,4.93,0.94,3.99,83.99,-5.17,1,0,-1,8,6.18,0.92,0.71,50,99.76,78.1,2.28,29.65,86.46,33.69,12.56
"DREW.SHORE","2007-2017","FLA/CGY/VAN","C",94,65.54,2,2,4,3,3.66,2.75,3.55,3.25,74,7,67,91.36,4.29,6,1,5,85.71,-8.4,5.47,0.63,4.84,89.67,4.14,0,0,0,15,13.73,1.63,1.49,20,96.97,92.59,13.49,42.58,85.65,37.69,12.06
"DREW.STAFFORD","2007-2017","BUF/WPG/BOS","R",680,1523.66,43,44,87,72,3.43,2.84,80.41,3.17,2256,373,1883,85.81,-0.87,147,25,122,85.47,-2.4,152.8,22.54,130.26,87.14,-0.43,24,9,-15,459,18.07,38.31,1.51,14.83,102.27,92.34,39.99,45.3,85.77,36.54,12.64
"DUNCAN.KEITH","2007-2017","CHI","D",748,2121.57,24,116,140,79,3.96,2.23,117.34,3.32,3357,395,2962,89.47,1.11,244,22,222,91.73,0.44,220.05,23.58,196.47,90.32,2.1,11,1,-10,839,23.73,26.74,0.76,6.54,104.92,94.74,50.29,48.52,86.59,37.44,11.75
"DUSTIN.BOYD","2007-2017","CGY/NSH/MTL","C",206,137.97,1,3,4,2,1.74,0.87,3.98,1.73,191,30,161,86.43,-2.49,9,1,8,90,3.67,11.46,1.6,9.86,87.75,-3.53,0,0,0,30,13.05,2.85,1.24,5.56,101.59,79.82,10.63,38.76,86.49,35.09,12.2
"DUSTIN.BROWN","2007-2017","L.A","L",773,1944.89,55,61,116,86,3.58,2.65,106.88,3.3,3415,357,3058,90.54,0.53,231,13,218,94.67,2.31,231.11,19.89,211.22,92.08,2.16,18,29,11,568,17.52,64.41,1.99,15.99,106.35,94.14,43.85,48.63,89.01,37.46,11.74
"DUSTIN.BYFUGLIEN","2007-2017","CHI/ATL/WPG","D/R/R/D",724,2431.26,49,111,160,106,3.95,2.62,149.83,3.7,3947,493,3454,88.9,0.83,265,32,233,89.23,-1.9,273.97,33.05,240.92,89.24,0.35,27,13,-14,1204,29.71,56.81,1.4,8.36,103.01,95.15,59.03,47.5,86.42,38.36,11.93
"DUSTIN.JEFFREY","2007-2017","PIT/DAL/ARI","C",131,97.18,1,0,1,1,0.62,0.62,2.1,1.3,148,22,126,87.06,-3.47,3,1,2,75,-14.87,7.4,1.14,6.26,86.65,-4.27,0,0,0,35,21.61,1.82,1.12,5.26,97.2,91.57,13.21,43.35,87.62,34.67,12.83
"DUSTIN.PENNER","2007-2017","EDM/L.A/ANA/WSH","R",488,1269.4,38,29,67,51,3.17,2.41,59,2.79,1887,219,1668,89.6,1.75,135,16,119,89.4,-1.41,129.14,11.36,117.78,91.91,2.76,16,5,-11,305,14.42,33.98,1.61,20.77,101.94,93.85,43.45,50.39,85.96,37.82,11.72
"DUVIE.WESTCOTT","2007-2017","CBJ","D",23,77.86,1,2,3,3,2.31,2.31,3.27,2.52,129,10,119,92.81,4.22,10,0,10,100,10,8.47,0.54,7.93,94.01,3.63,1,1,0,30,23.12,1.12,0.86,7.14,113.7,96.88,47.83,42.08,89.69,38.66,13.48
"DWIGHT.KING","2007-2017","L.A/MTL","L",365,175.15,0,4,4,4,1.37,1.37,3.75,1.28,254,29,225,89.75,-0.31,12,2,10,85.71,-8.91,14.46,1.78,12.68,89.04,-1.25,1,0,-1,25,8.56,2.73,0.94,0,99.64,93.42,9.51,37.45,88.06,35.45,12.01
"DYLAN.DEMELO","2007-2017","S.J","D",70,82.93,2,2,4,3,2.89,2.17,3.5,2.53,113,12,101,90.4,3.37,6,1,5,85.71,-2.04,8.54,0.46,8.08,94.89,6.89,1,0,-1,24,17.36,0.83,0.6,16.67,96.32,88.89,21.19,32.28,84.98,33.04,11.75
"DYLAN.LARKIN","2007-2017","DET","C",160,303.16,9,3,12,10,2.37,1.98,13.31,2.63,489,67,422,87.95,-1.27,24,7,17,77.42,-14.38,30.76,5.11,25.65,85.75,-3.58,5,4,-1,117,23.16,6.94,1.37,13.64,94.34,88.97,36.85,41.28,88.46,36.67,11.75
"ED.JOVANOVSKI","2007-2017","ARI/FLA","D",385,1092.13,20,41,61,42,3.35,2.31,55.05,3.02,1631,254,1377,86.53,-0.04,99,14,85,87.61,-1.13,101.37,14.92,86.45,87.17,0.67,6,1,-5,411,22.58,15.37,0.84,10.36,102.74,93.56,45.81,41.48,84.67,37.31,12.33
"ELIAS.LINDHOLM","2007-2017","CAR","C",293,707.12,11,36,47,31,3.99,2.63,38.33,3.25,1215,123,1092,90.81,0.92,76,8,68,90.48,6.14,83.38,8.81,74.57,90.44,1.15,4,0,-4,161,13.66,16.89,1.43,11.46,102.67,96.57,49.51,46.17,89.39,38.7,11.46
"ENVER.LISIN","2007-2017","ARI/NYR","R",118,166.52,2,3,5,2,1.8,0.72,5.62,2.02,256,40,216,86.49,-0.43,14,3,11,82.35,-8.67,17.64,2.51,15.13,87.54,-2.05,2,4,2,50,18.02,4.08,1.47,6.9,97.93,90.23,22.16,38.8,83.38,35.5,12.21
"ERIC.BELANGER","2007-2017","MIN/WSH/ARI/EDM","C",415,686.45,15,29,44,35,3.85,3.06,39.11,3.42,992,159,833,86.19,-1.86,70,12,58,85.37,-4.22,59.91,8.47,51.44,87.61,-1.4,3,2,-1,178,15.56,13.15,1.15,14.15,102.08,88.91,28.38,40.73,86.27,35.47,12.1
"ERIC.BREWER","2007-2017","STL/T.B/ANA/TOR","D",490,480.29,2,18,20,12,2.5,1.5,17.06,2.13,652,110,542,85.56,-1.42,36,10,26,78.26,-7.65,39.07,6.47,32.6,85.79,-2.05,6,3,-3,149,18.61,4.2,0.52,3.45,98.37,88.22,16.89,46.71,84.38,37.03,13.25
"ERIC.FEHR","2007-2017","WSH/WPG/PIT/TOR","R/R/C/C",536,410.93,8,14,22,13,3.21,1.9,21.29,3.11,624,92,532,87.15,-1.4,44,6,38,88,-2.59,45.41,5.62,39.79,88.99,0.69,9,5,-4,157,22.92,15.79,2.31,8.25,103.06,90.61,14.42,49.6,86.71,35.58,12.99
"ERIC.GELINAS","2007-2017","N.J/COL","D",188,331.17,9,21,30,23,5.44,4.17,26.03,4.72,443,85,358,83.9,-2.19,43,10,33,81.13,-6.56,33.21,7.93,25.28,80.72,-4.59,4,1,-3,145,26.27,5.26,0.95,11.11,101.92,90.07,36.55,42.66,83.56,36.98,12.04
"ERIC.NYSTROM","2007-2017","CGY/MIN/DAL/NSH","L",589,101.12,2,0,2,2,1.19,1.19,2.51,1.49,112,34,78,76.71,-11.66,5,3,2,62.5,-29.21,8.29,1.51,6.78,84.59,-5.47,0,1,1,20,11.87,2.27,1.35,18.18,92.98,83,3.08,33.73,83.97,33.16,12.6
"ERIC.PERRIN","2007-2017","ATL","C",157,217.38,4,5,9,6,2.48,1.66,8.01,2.21,296,55,241,84.33,-1.43,21,6,15,77.78,-10.46,19.97,2.67,17.3,88.21,1.47,1,1,0,39,10.76,4.42,1.22,16,94.13,88.64,20.79,54.63,83.52,34.92,13.91
"ERIC.STAAL","2007-2017","CAR/NYR/MIN","C",762,2655.09,71,112,183,139,4.14,3.14,164.88,3.73,4479,573,3906,88.66,1.95,298,30,268,90.85,3,319.69,36.58,283.11,89.73,2.61,29,24,-5,1002,22.64,80.47,1.82,13.32,104.51,95.72,58.17,47.87,84.61,38.47,11.94
"ERIC.TANGRADI","2007-2017","PIT/WPG/MTL/DET","C/L/C/L",144,58.86,0,0,0,0,0,0,0.15,0.15,85,16,69,84.16,-4.87,4,2,2,66.67,-18.04,4.33,1.28,3.05,77.18,-11.99,1,0,-1,8,8.15,0.73,0.74,0,85.81,80.36,7.89,37.86,86.66,33.95,13.74
"ERIK.CHRISTENSEN","2007-2017","PIT/ATL/ANA/NYR/MIN","C",290,575.29,12,19,31,22,3.23,2.29,30.44,3.17,844,114,730,88.1,2.04,50,7,43,87.72,-5.77,60.66,7.38,53.28,89.15,-0.01,5,3,-2,203,21.17,16.14,1.68,9.84,100.12,90.45,32.75,45.33,83.91,36.17,12.69
"ERIK.COLE","2007-2017","CAR/EDM/MTL/DAL/DET","L",543,1490.3,39,29,68,57,2.74,2.29,62.54,2.52,2347,349,1998,87.05,0.52,149,20,129,88.17,0.77,163.68,23.42,140.26,87.48,1.53,23,14,-9,361,14.53,39.09,1.57,18.4,102.55,93.56,41.29,47.69,85.16,37.3,12.47
"ERIK.GUDBRANSON","2007-2017","FLA/VAN","D",339,201.33,0,7,7,2,2.09,0.6,6.88,2.05,261,40,221,86.71,-1.96,11,3,8,78.57,-12.18,13.67,3.54,10.13,79.43,-8.9,1,0,-1,80,23.84,2.76,0.82,0,95.65,88.05,11.01,35.91,87.32,35.18,12.63
"ERIK.GUSTAFSSON","2007-2017","PHI/CHI","D",132,152.95,0,4,4,2,1.57,0.78,3.43,1.35,169,36,133,82.44,-8.09,10,0,10,100,8.79,10.39,2.06,8.33,83.45,-6.24,0,0,0,27,10.59,0.7,0.27,0,110.75,84.91,21.15,37.64,89.27,35.41,12.39
"ERIK.JOHNSON","2007-2017","STL/COL","D",574,1500.06,22,65,87,65,3.48,2.6,82.66,3.31,2217,285,1932,88.61,-0.17,150,15,135,90.91,1.21,151.82,17.88,133.94,89.46,0.01,8,3,-5,666,26.64,21.72,0.87,6.96,104.55,93.57,49.15,44.19,87.49,36.73,12
"ERIK.KARLSSON","2007-2017","OTT","D",555,2229.44,26,146,172,106,4.63,2.85,142.84,3.84,3738,537,3201,87.44,0.41,234,28,206,89.31,-8.02,238.48,39.06,199.42,85.93,-2.83,16,11,-5,944,25.41,32.13,0.86,6.39,104.7,95.4,74.86,47.81,85.65,38.11,11.76
"ESA.LINDELL","2007-2017","DAL","D",77,72.58,0,3,3,1,2.48,0.83,2.54,2.1,106,16,90,86.89,-3.11,6,2,4,75,-4.07,7.29,1.17,6.12,86.17,-3.26,1,0,-1,26,21.49,1.21,1,0,92.93,89.55,19.61,38.77,85.2,34.98,12.45
"ETHAN.MOREAU","2007-2017","EDM/CBJ/L.A","L",243,65.37,1,3,4,2,3.67,1.84,3.17,2.91,74,16,58,82.22,-7.24,8,0,8,100,11.49,4.27,0.65,3.62,86.79,-3.59,2,1,-1,16,14.69,0.95,0.87,10,118.18,89.83,4.2,36.87,87.42,36.06,12.58
"EVANDER.KANE","2007-2017","ATL/WPG/BUF","C/L/L",496,968.2,20,24,44,34,2.73,2.11,46.66,2.89,1463,210,1253,87.45,-0.68,91,9,82,91,2.27,96.82,13.35,83.47,87.88,-0.01,16,11,-5,401,24.85,26.04,1.61,8.77,104.78,91.27,36.91,44.01,86.81,36.67,12.23
"EVGENI.MALKIN","2007-2017","PIT","C",624,2801.18,101,173,274,201,5.87,4.31,243.38,5.21,5114,723,4391,87.61,1.49,405,49,356,89.21,1.26,376.42,49.41,327.01,88.4,-1.25,39,32,-7,1462,31.32,90.51,1.94,13.07,104.31,95.11,74.19,60.36,85.53,38.68,12.19
"EVGENY.KUZNETSOV","2007-2017","WSH","C",261,466.04,11,36,47,35,6.05,4.51,38.91,5.01,789,115,674,87.28,-3.6,65,5,60,92.86,-0.69,50.02,6.03,43.99,89.24,-1.72,3,6,3,164,21.11,8.53,1.1,12.22,109.11,90.05,37.7,45.52,87.61,36.83,11.54
"EVGENY.MEDVEDEV","2007-2017","PHI","D",45,79.9,2,3,5,4,3.75,3,4.71,3.54,104,11,93,90.43,-0.78,9,0,9,100,13.04,5.7,0.68,5.02,89.34,1.5,0,1,1,38,28.54,0.94,0.71,13.33,117.31,82.69,32.14,30.86,86.61,35.23,11.39
"FABIAN.BRUNNSTROM","2007-2017","DAL/DET","L",104,143.29,4,3,7,6,2.93,2.51,6.37,2.67,203,26,177,88.65,-1.54,15,0,15,100,7.58,12.85,1.44,11.41,89.92,-1.15,3,0,-3,37,15.49,3.09,1.29,16,113.64,95.92,21.18,43.36,88.26,36.01,12.08
"FEDOR.TYUTIN","2007-2017","NYR/CBJ/COL","D",700,1470.51,12,66,78,40,3.18,1.63,70,2.86,2402,240,2162,90.92,3.04,140,16,124,89.74,2.98,154.69,14.84,139.85,91.25,2.29,8,1,-7,568,23.18,21.75,0.89,4.3,101.17,94.62,36.54,45.56,84.92,37.38,11.84
"FERNANDO.PISANI","2007-2017","EDM/CHI","R",194,127.56,4,1,5,5,2.35,2.35,5.12,2.41,144,23,121,86.23,-1.24,11,0,11,100,9.56,10.16,0.99,9.17,91.12,2.54,0,1,1,21,9.88,2.81,1.32,23.53,113.58,88.42,11.15,38.47,83.97,35.32,13.28
"FILIP.FORSBERG","2007-2017","NSH","C/C/L/L",264,690.13,17,36,53,28,4.61,2.43,45.41,3.95,1120,122,998,90.18,1.48,85,7,78,92.39,-0.47,73.23,7.01,66.22,91.26,1.34,2,3,1,283,24.6,16.02,1.39,11.56,105.42,94.14,50.04,48.67,87.6,37.87,11.33
"FILIP.KUBA","2007-2017","T.B/OTT/FLA","D",377,1107.64,9,60,69,37,3.74,2,54.83,2.97,1687,268,1419,86.29,-0.73,135,6,129,95.74,7.13,112.52,16.53,95.99,87.19,-0.74,6,1,-5,294,15.93,11.68,0.63,6.38,110.98,94.97,53.06,51.24,86.6,37.24,12.59
"FRANCIS.BOUILLON","2007-2017","MTL/NSH","D",413,351.76,1,6,7,6,1.19,1.02,7.98,1.36,493,67,426,88.04,-0.6,25,2,23,92.59,0.01,31.46,3.82,27.64,89.17,-0.67,1,0,-1,88,15.01,2.51,0.43,2.56,104.54,87.72,14.07,35.77,86.72,34.38,12.67
"FRANCOIS.BEAUCHEMIN","2007-2017","ANA/TOR/COL","D",690,1332.92,14,40,54,29,2.43,1.31,53.47,2.41,1994,312,1682,86.47,-3.26,112,21,91,84.21,-7.23,129.01,19.56,109.45,86.83,-3.68,4,4,0,461,20.75,18.92,0.85,5.96,99.24,90.28,34.65,41.68,88.35,35.98,12.21
"FRANK.VATRANO","2007-2017","BOS","C",83,82.99,4,1,5,5,3.61,3.61,5.47,3.95,125,11,114,91.91,3.08,10,0,10,100,5.88,8.55,0.4,8.15,95.53,5.66,0,0,0,37,26.75,2.06,1.49,17.39,114.29,95.08,22.63,38.25,87.44,35.92,11.43
"FRANS.NIELSEN","2007-2017","NYI/DET","C",667,1783.27,30,100,130,80,4.37,2.69,103.76,3.49,2993,322,2671,90.29,3.35,208,20,188,91.23,2.89,227.83,23.91,203.92,90.5,1.65,4,6,2,433,14.57,40.25,1.35,12.99,103.54,96.4,49.2,53.37,86.6,38.53,12.11
"FRANTISEK.KABERLE","2007-2017","CAR","D",107,250.41,1,11,12,6,2.88,1.44,9.53,2.28,368,61,307,85.78,-0.66,25,5,20,83.33,-5.82,23.15,3.98,19.17,85.33,-2.31,1,0,-1,70,16.77,1.91,0.46,3.7,102.11,90.23,30.13,43.47,83.82,35.62,12.74
"FREDERICK.MEYER IV","2007-2017","NYI/ARI","D",49,64.37,0,2,2,0,1.86,0,1.6,1.49,76,20,56,79.17,-4.99,4,2,2,66.67,-10.75,4.51,1.86,2.65,70.8,-10.82,0,0,0,18,16.78,0.67,0.62,0,95.02,83.33,20.19,35.76,83.56,34.11,13.65
"FREDRIK.MODIN","2007-2017","CBJ/L.A/ATL/CGY","L",156,276.81,6,8,14,8,3.03,1.73,11.87,2.57,427,61,366,87.5,0.91,25,4,21,86.21,-0.04,26.6,3.08,23.52,89.62,1.45,4,2,-2,79,17.12,7.33,1.59,15,100.36,95.24,28.05,45.34,87.62,36.87,12.53
"FREDRIK.SJOSTROM","2007-2017","ARI/NYR/CGY/TOR","R/R/L/L",279,70.43,2,2,4,2,3.41,1.7,3.35,2.85,89,15,74,85.58,-1.93,9,0,9,100,13.98,5.42,0.85,4.57,86.44,-1.91,0,1,1,14,11.93,1.77,1.51,25,118,86.36,3.96,40.72,84.31,36.41,13.64
"GABRIEL.BOURQUE","2007-2017","NSH/COL","L",248,95.3,3,1,4,4,2.52,2.52,3.99,2.51,137,19,118,87.82,-0.93,6,3,3,66.67,-27.36,10.24,1.31,8.93,88.66,-1.23,1,0,-1,25,15.74,3.34,2.1,18.75,84.52,96.25,7.65,45.91,89.11,35.55,12.6
"GABRIEL.LANDESKOG","2007-2017","COL","L",427,1010.05,27,32,59,40,3.5,2.38,51.84,3.08,1498,175,1323,89.54,3.01,106,4,102,96.36,4.7,99.24,13.48,85.76,88.04,-0.26,12,6,-6,255,15.15,26.31,1.56,15.88,109.67,93.82,48.67,47.18,85.65,37.52,11.35
"GARY.ROBERTS","2007-2017","PIT/T.B","L",67,126.31,3,4,7,6,3.33,2.85,6.52,3.1,173,36,137,82.78,-2.01,14,2,12,87.5,-8.06,11.7,1.45,10.25,88.97,0.51,1,3,2,25,11.88,2.94,1.4,17.65,105.39,88.24,25.44,43.31,83.94,34.98,13.39
"GILBERT.BRULE","2007-2017","CBJ/EDM/ARI","C",213,229.81,4,4,8,7,2.09,1.83,7.94,2.07,295,51,244,85.26,-2.83,15,2,13,88.24,-3.58,17.5,2.44,15.06,87.76,-2.15,10,5,-5,59,15.4,4.09,1.07,10.81,102.98,88.65,17.76,42.66,87.39,35.66,12.37
"GLEN.METROPOLIT","2007-2017","BOS/PHI/MTL","C",174,143.44,11,3,14,11,5.86,4.6,11.54,4.83,229,36,193,86.42,-1.19,19,1,18,95,3.8,15.02,2.83,12.19,84.15,-5.86,2,0,-2,32,13.39,4.05,1.69,42.31,111.75,93.97,14.68,43.98,86.25,35.68,12.81
"GLEN.MURRAY","2007-2017","BOS","R",25,88.21,2,1,3,3,2.04,2.04,2.41,1.64,133,16,117,89.26,7.02,8,1,7,88.89,-11.11,8.08,0.93,7.15,89.68,10.9,5,0,-5,20,13.6,2.1,1.43,15.38,104.14,92.42,56.71,55.75,88.56,39.78,12.68
"GRANT.CLITSOME","2007-2017","CBJ/WPG","D",205,338.13,5,13,18,10,3.19,1.77,16.57,2.94,589,52,537,91.89,1.91,30,3,27,90.91,7.91,38.17,3.69,34.48,91.18,1.02,3,1,-2,147,26.08,5.59,0.99,7.25,100.46,94.04,28.96,44.3,88.85,36.3,12.03
"GREGORY.CAMPBELL","2007-2017","FLA/BOS/CBJ","C",656,167.55,3,3,6,5,2.15,1.79,5.43,1.94,202,45,157,81.78,-6.67,12,1,11,92.31,2.23,12.05,2.46,9.59,83.05,-5.76,0,2,2,24,8.59,2.71,0.97,23.08,107.16,87.04,4.91,36.84,86.31,34.07,13.02
"GREG.ZANON","2007-2017","NSH/MIN/BOS/COL","D",422,62.3,0,1,1,0,0.96,0,0.65,0.63,65,21,44,75.58,-11.78,7,1,6,87.5,0.44,3.44,0.92,2.52,78.9,-9.34,0,0,0,8,7.7,0.02,0.02,NA,116.67,75.81,2.51,33.33,83.94,32.02,13.9
"GUILLAUME.LATENDRESSE","2007-2017","MTL/MIN/OTT","R/L",258,442.43,13,7,20,18,2.71,2.44,19.12,2.59,721,121,600,85.63,-2.28,48,5,43,90.57,-1.7,45.19,6.11,39.08,88.09,-2.3,4,1,-3,130,17.63,14.54,1.97,18.84,106.84,90.78,27.9,45.34,86.89,35.92,12.24
"GUSTAV.NYQUIST","2007-2017","DET","C",337,908.96,29,27,56,38,3.7,2.51,48.58,3.21,1449,172,1277,89.39,0.32,96,12,84,88.89,2.11,104.81,11.7,93.11,89.96,1.96,7,2,-5,255,16.83,27.15,1.79,19.21,102.55,95.31,49.47,46.87,88,37.89,11.57
"HAMPUS.LINDHOLM","2007-2017","ANA","D",302,566.63,6,23,29,17,3.07,1.8,27.04,2.86,975,113,862,89.61,-0.4,56,9,47,86.15,-3.5,64.39,6.35,58.04,91.02,-0.86,2,0,-2,220,23.3,8.24,0.87,5.5,97.61,89.05,37.23,36.62,88.04,35.64,11.53
"HENRIK.SEDIN","2007-2017","VAN","C",764,2645.84,44,190,234,149,5.31,3.38,173.24,3.93,4774,496,4278,90.59,4.08,337,24,313,93.35,3.01,332.34,31.58,300.76,91.32,3.45,14,9,-5,442,10.02,40.39,0.92,18.18,106.7,95.53,60.55,52.35,81.13,38.8,11.47
"HENRIK.TALLINDER","2007-2017","BUF/N.J","D",423,118.47,0,5,5,4,2.53,2.03,4.21,2.13,164,23,141,87.7,0.75,8,2,6,80,-7.5,12.11,1.85,10.26,86.75,-1.15,0,0,0,29,14.69,1.51,0.76,0,95.59,83.62,4.73,43.57,85.75,34.94,13.04
"HENRIK.ZETTERBERG","2007-2017","DET","L",718,2411.59,56,173,229,159,5.7,3.96,195.73,4.87,4412,453,3959,90.69,0.77,330,29,301,91.92,3.13,320.37,30.81,289.56,91.23,1.01,24,18,-6,1039,25.85,73.29,1.82,10.02,104.76,96.03,56.46,50.13,87.99,38.41,11.62
"IAN.COLE","2007-2017","STL/PIT","D",338,105.41,0,5,5,2,2.85,1.14,3.98,2.27,154,31,123,83.24,-4.76,8,1,7,88.89,-2.51,9.2,2.26,6.94,80.28,-7.22,0,0,0,31,17.65,1.05,0.6,0,105.33,83.75,6.04,40.25,87.98,35.45,12.61
"IAN.WHITE","2007-2017","TOR/CGY/CAR/S.J/DET","D",410,899.07,7,25,32,19,2.14,1.27,34.58,2.31,1439,199,1240,87.85,-0.82,65,15,50,81.25,-10.3,90.99,12.88,78.11,87.6,-2.58,2,2,0,376,25.09,13.28,0.89,3.95,97.46,91.05,36.32,42.09,87.99,35.76,12.38
"ILYA.KOVALCHUK","2007-2017","ATL/N.J","L",427,2189.68,58,92,150,107,4.11,2.93,139.51,3.82,3255,465,2790,87.5,3.29,233,36,197,86.62,7.83,217.2,32.17,185.03,87.1,-1.1,11,8,-3,1076,29.48,46.16,1.26,11.58,101.94,95.47,88.22,50.4,85.09,37.86,12.62
"IVAN.PROVOROV","2007-2017","PHI","D",82,134.47,0,5,5,3,2.23,1.34,5.33,2.38,170,24,146,87.63,-2.32,7,4,3,63.64,-26.36,10.7,1.92,8.78,84.79,-6.56,1,0,-1,57,25.43,1.61,0.72,0,76.84,88.1,29.8,32.86,81.28,35.5,12.21
"JACCOB.SLAVIN","2007-2017","CAR","D",145,128.4,0,8,8,6,3.74,2.8,6.37,2.98,207,11,196,94.95,3.97,13,1,12,92.86,5.9,12.43,0.58,11.85,95.54,6.01,0,0,0,40,18.69,1.07,0.5,0,97.31,96.26,19.01,38.22,88.56,36.18,11.48
"JACK.EICHEL","2007-2017","BUF","C",142,422.51,17,27,44,33,6.25,4.69,37.5,5.33,746,94,652,88.81,-1.06,59,7,52,89.39,-2.03,50.84,6.47,44.37,88.71,0.95,1,2,1,194,27.55,9.5,1.35,17.35,102.8,93.56,60.7,55.5,87.98,39.78,11.11
