"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"MARKUS.GRANLUND","2007-2017","CGY/VAN","C",171,201.08,5,5,10,7,2.98,2.09,8.1,2.42,263,36,227,87.96,0.01,20,1,19,95.24,11.68,17.19,2.31,14.88,88.15,0.59,2,1,-1,39,11.64,3.2,0.95,25,109.44,86.18,21.56,40.61,86.02,35.99,11.76
"MARKUS.NASLUND","2007-2017","VAN/NYR","L",164,548.5,17,18,35,23,3.83,2.52,30.99,3.39,830,120,710,87.37,-1.21,59,9,50,86.76,1.31,60.55,7.55,53,88.91,-2.39,7,4,-3,172,18.81,15.22,1.66,16.19,102.1,93.81,49.39,44.89,86.83,37.16,12.46
"MARTIN.ERAT","2007-2017","NSH/WSH/ARI","R",548,1335.94,28,66,94,53,4.22,2.38,71.82,3.23,2068,242,1826,89.52,1.68,139,14,125,90.85,2.16,136.01,15.54,120.47,89.75,1.51,13,10,-3,292,13.11,21.23,0.95,18.3,103.86,94.34,43.45,48.97,86.87,36.7,12.42
"MARTIN.HANZAL","2007-2017","ARI/MIN","C",625,1515.9,30,53,83,57,3.29,2.26,71.2,2.82,2501,297,2204,89.39,3.46,165,16,149,91.16,5.76,162.63,20.25,142.38,88.93,2.18,29,14,-15,376,14.88,45.62,1.81,13.95,104.48,94.29,41.77,51.77,85.71,37.69,11.76
"MARTIN.HAVLAT","2007-2017","CHI/MIN/S.J/N.J/STL","R",387,1079.71,23,48,71,52,3.95,2.89,61.32,3.41,1619,257,1362,86.3,-2.51,110,25,85,81.48,-12.89,104.26,16.16,88.1,86.58,-3.97,16,2,-14,325,18.06,21.46,1.19,11.27,98.2,93.76,46.76,42.08,87.24,36.86,12.22
"MARTIN.LAPOINTE","2007-2017","CHI/OTT","R",66,50.63,1,1,2,1,2.37,1.19,1.6,1.9,72,13,59,84.71,0.45,5,2,3,71.43,-22.19,4.23,0.88,3.35,82.78,-5.4,0,0,0,7,8.3,0.47,0.56,25,97.44,87.5,10.61,38.21,82.69,33.35,14.09
"MARTIN.RUCINSKY","2007-2017","STL","L",40,84.78,1,4,5,3,3.54,2.12,4.1,2.9,132,23,109,85.16,-0.5,8,3,5,72.73,-11.48,7.96,1.47,6.49,84.41,-3.23,2,0,-2,20,14.15,1.46,1.03,6.67,93.01,93.44,31.32,43.39,85.14,36.94,13.47
"MARTIN.SKOULA","2007-2017","MIN/PIT/N.J","D",211,61.44,1,0,1,1,0.98,0.98,1.06,1.04,74,22,52,77.08,-11.73,6,3,3,66.67,-23.33,4.49,1.47,3.02,75.34,-14.38,0,0,0,7,6.84,0.17,0.17,25,94.29,83.33,4.76,37.65,87.05,32.15,13.58
"MARTIN.ST. LOUIS","2007-2017","T.B/NYR","R",605,2387.65,47,152,199,137,5,3.44,161.85,4.07,3899,621,3278,86.26,2.59,291,45,246,86.61,-0.12,266.54,36.27,230.27,88.02,3.07,12,10,-2,705,17.72,47.58,1.2,12.24,102.4,95.85,67.69,52.64,81.73,38.41,12.36
"MARTIN.STRAKA","2007-2017","NYR","C",62,192.26,3,5,8,4,2.5,1.25,6.87,2.14,295,50,245,85.51,-3.1,18,1,17,94.74,5.85,23.85,3.21,20.64,88.14,-1.18,1,0,-1,47,14.67,3.56,1.11,12,106.77,93.8,45.52,44.44,87.71,37.24,13.63
"MARTY.HAVLAT","2007-2017","S.J","R",48,85.51,1,1,2,1,1.4,0.7,2.34,1.64,155,21,134,88.07,-2.99,5,0,5,100,12,11.61,0.81,10.8,93.48,0.71,1,0,-1,28,19.65,2.16,1.52,6.25,105.68,84.78,31.27,33.58,85.59,34.42,11.48
"MARTY.REASONER","2007-2017","EDM/ATL/FLA/NYI","C",415,108.44,0,3,3,1,1.66,0.55,2.96,1.64,125,18,107,87.41,1.94,4,0,4,100,10.99,8.33,0.89,7.44,90.35,3.21,3,1,-2,23,12.73,2.17,1.2,0,105.48,83.49,4.27,35.19,82.05,35.1,13.21
"MASON.RAYMOND","2007-2017","VAN/TOR/CGY/ANA","L",545,987.58,26,31,57,42,3.46,2.55,51.88,3.15,1517,229,1288,86.88,-2.54,96,14,82,87.27,-3.91,98.18,12.29,85.89,88.87,-2.31,2,6,4,272,16.53,21.97,1.33,15.85,103.82,90.88,31.33,39.38,86.16,35.34,12.42
"MATHIEU.DARCHE","2007-2017","T.B/MTL","L",219,198.31,3,6,9,7,2.72,2.12,8.35,2.53,315,50,265,86.3,0.38,26,4,22,86.67,-0.16,21.07,3.08,17.99,87.25,0.54,5,4,-1,39,11.8,5.23,1.58,9.68,101.78,92.31,15.58,44.18,84.13,36.09,13.2
"MATHIEU.PERREAULT","2007-2017","WSH/ANA/WPG","C",425,872.45,23,35,58,45,3.99,3.09,50.27,3.46,1504,186,1318,88.99,0.8,96,17,79,84.96,-3.09,102.61,12.85,89.76,88.87,0.7,9,7,-2,243,16.71,21.43,1.47,16.43,98.41,93.87,38.15,48.07,87.06,37.66,11.41
"MATHIEU.SCHNEIDER","2007-2017","ANA/ATL/MTL/VAN/ARI","D",157,605.63,12,27,39,27,3.86,2.67,35.96,3.56,992,130,862,88.41,0.35,77,12,65,86.52,-3.65,66.45,7.54,58.91,89.81,-1.28,4,1,-3,285,28.24,11.59,1.15,9.38,100.8,92.03,58.82,50.36,88.03,36.54,12.41
"MATS.SUNDIN","2007-2017","TOR/VAN","C",111,418.33,13,25,38,29,5.45,4.16,34.32,4.92,720,96,624,88.24,1.32,51,4,47,92.73,3.07,51.48,4.4,47.08,92.13,3.62,4,3,-1,203,29.12,12.47,1.79,12.87,107.81,95.3,56.26,50.83,84.51,38.68,12.67
"MATS.ZUCCARELLO","2007-2017","NYR","C/C/R",383,952.17,16,49,65,41,4.1,2.58,55.51,3.5,1671,201,1470,89.26,1.42,114,14,100,89.06,-4.88,115.89,14.31,101.58,89.01,0.81,5,5,0,331,20.86,20.89,1.32,9.52,101.56,92.77,49.94,47.73,85.18,38.2,11.81
"MATT.BELESKEY","2007-2017","ANA/BOS","L",457,417,7,11,18,13,2.59,1.87,14.71,2.12,716,94,622,88.4,-0.63,41,5,36,89.13,-2.5,42.96,5.41,37.55,88.82,-1.23,7,1,-6,87,12.52,7.33,1.05,15.22,103.04,93.2,18.09,42.6,88.9,35.34,11.7
"MATT.CALVERT","2007-2017","CBJ","L",347,215.24,6,4,10,8,2.79,2.23,9.2,2.56,360,41,319,89.78,0.65,20,3,17,86.96,0.05,21.22,2.29,18.93,90.26,1.03,3,3,0,54,15.05,4.02,1.12,20.69,100.42,91.3,11.94,40.26,89.27,36.85,12.1
"MATT.CARLE","2007-2017","S.J/T.B/PHI/NSH","D",640,1271.72,11,46,57,35,2.69,1.65,47.73,2.25,1869,279,1590,87.01,-1.06,119,17,102,87.5,-1.18,127.32,16.32,111,88.64,-1.56,7,2,-5,306,14.44,11.72,0.55,7.97,102.44,90.36,32.75,42.15,86.41,35.64,13.11
"MATT.COOKE","2007-2017","VAN/WSH/PIT/MIN","L",539,293.4,3,10,13,8,2.66,1.64,10.85,2.22,415,62,353,87,-1.26,22,2,20,91.67,3.49,25.08,2.94,22.14,89.51,-0.23,6,4,-2,53,10.84,6.83,1.4,8.57,103.66,86.55,8.92,43.26,86.59,34.32,13.42
"MATT.CULLEN","2007-2017","CAR/OTT/MIN/NSH/PIT","C",693,1454.32,26,66,92,61,3.8,2.52,80.57,3.32,2192,341,1851,86.54,-1.78,153,16,137,90.53,-1.78,140.52,19.56,120.96,87.78,-1.16,9,7,-2,499,20.59,28.05,1.16,10.57,105.77,93.26,35.95,46.76,86.85,36.83,12.26
"MATT.D'AGOSTINI","2007-2017","MTL/STL/N.J/BUF/PIT","R",325,463.23,14,11,25,20,3.24,2.59,22.42,2.9,727,93,634,88.66,-0.86,47,7,40,87.04,-0.54,46.44,5.97,40.47,88.61,-1.91,7,1,-6,139,18,11.65,1.51,17.95,101.12,90,25.35,41.66,88.02,36.31,11.81
"MATT.DONOVAN","2007-2017","NYI","D",67,102.13,1,5,6,2,3.52,1.17,5.29,3.11,159,24,135,86.89,-3.18,9,1,8,90,2.9,10.79,1.78,9.01,85.84,-3.25,0,1,1,37,21.74,1.17,0.69,5.26,102.75,90.36,27.53,37.76,89.73,37.19,12.37
"MATT.DUCHENE","2007-2017","COL","C",570,1496.99,36,61,97,67,3.89,2.69,83.29,3.34,2224,314,1910,87.63,-0.54,157,15,142,91.28,-0.49,154.61,19.14,135.47,88.98,-0.46,8,5,-3,397,15.91,36.33,1.46,15.93,105.99,95.62,50.57,45.7,87.25,37.84,11.36
"MATT.DUMBA","2007-2017","MIN","D",219,439.62,14,15,29,23,3.96,3.14,28.81,3.93,677,76,601,89.91,1.14,44,4,40,91.67,-1.29,44.26,4.95,39.31,89.94,-1.9,5,1,-4,225,30.71,10.22,1.39,11.48,103.66,95.54,41.14,45.12,87.61,36.72,11.71
"MATT.FRATTIN","2007-2017","TOR/L.A/CBJ","R",135,102.66,1,2,3,3,1.75,1.75,3.37,1.97,143,17,126,89.38,0.59,7,4,3,63.64,-29.39,8,1.14,6.86,87.53,-0.99,1,0,-1,31,18.12,2.75,1.61,5.56,74.08,91.86,13.27,39.65,86.87,33.85,12.92
"MATT.GILROY","2007-2017","NYR/T.B/OTT/FLA","D",225,228.72,0,4,4,2,1.05,0.52,5.62,1.47,293,54,239,84.44,-0.46,12,3,9,80,-8,19.62,2.4,17.22,89.1,1.63,0,0,0,75,19.67,2.76,0.72,0,98.37,82.48,18.23,35.88,83.59,35.15,13.48
"MATT.GREENE","2007-2017","EDM/L.A","D",510,51.99,0,1,1,0,1.15,0,0.82,0.95,56,6,50,90.32,1.26,2,0,2,100,8.82,2.43,0.21,2.22,92.05,1.93,0,0,0,5,5.77,0.12,0.14,0,107.14,84.91,1.76,32.55,87.7,33.19,12.4
"MATT.HENDRICKS","2007-2017","COL/WSH/NSH/EDM","C",519,80.27,1,2,3,3,2.24,2.24,3.11,2.32,111,23,88,82.84,-5.62,9,2,7,81.82,-6.67,7.49,1.37,6.12,84.54,-3.47,2,2,0,16,11.96,1.8,1.35,8.33,102.52,85.33,3.02,34.65,85.84,34.94,12.3
"MATTHEW.LOMBARDI","2007-2017","CGY/ARI/NSH/TOR/ANA","C",319,572.52,8,22,30,19,3.14,1.99,25.99,2.72,813,139,674,85.4,-2.27,44,8,36,84.62,-2.12,57.06,7.27,49.79,88.7,-0.63,10,7,-3,135,14.15,12.41,1.3,9.64,100.2,90.36,28.56,43.1,86.76,36.16,12.16
"MATTHEW.STAJAN","2007-2017","TOR","C",74,122.73,2,6,8,5,3.91,2.44,6.49,3.17,189,27,162,87.5,1.31,12,2,10,85.71,-6.97,13.04,1.16,11.88,91.83,2.65,2,2,0,29,14.18,3.91,1.91,12.5,101.88,83.33,25.47,40.78,82.83,35.84,14.5
"MATTHEW.TKACHUK","2007-2017","CGY","L",76,151.88,3,10,13,10,5.14,3.95,10.51,4.15,236,34,202,87.41,-2.68,20,1,19,95.24,8.14,16.95,1.49,15.46,91.92,2.95,1,0,-1,41,16.2,4.64,1.83,12,110.74,87.23,39.37,39.17,91.12,34.43,11.55
"MATT.HUNWICK","2007-2017","BOS/COL/NYR/TOR","D",471,385.73,1,16,17,9,2.64,1.4,13.3,2.07,537,81,456,86.89,-1.73,39,4,35,90.7,1.43,34.9,4.98,29.92,87.51,-2.35,2,0,-2,72,11.2,2.39,0.37,2.86,106.11,86.5,15.91,39.21,86.39,34.66,12.28
"MATTIAS.EKHOLM","2007-2017","NSH","D",309,273.15,2,7,9,5,1.98,1.1,7.83,1.72,383,35,348,91.63,2.57,25,2,23,92.59,-0.87,24.53,2.73,21.8,89.99,-1.53,1,0,-1,84,18.45,3.06,0.67,6.9,105.12,90.45,17.09,44.89,87.9,35.81,11.66
"MATTIAS.OHLUND","2007-2017","VAN/T.B","D",273,464.92,7,14,21,15,2.71,1.94,20.78,2.68,669,117,552,85.11,-1.46,43,4,39,91.49,3.85,45.85,7.07,38.78,86.64,-3.14,7,1,-6,210,27.1,7.96,1.03,7.14,107.13,87.1,25.54,42.02,85.93,35.73,13.04
"MATTIAS.RITOLA","2007-2017","DET/T.B","C",43,55.43,0,0,0,0,0,0,0.53,0.57,61,19,42,76.25,-9.4,1,2,-1,33.33,-45.05,3.93,1.3,2.63,75.14,-12.53,0,1,1,11,11.91,0.58,0.63,0,87.74,82.93,20.59,32.36,84.19,35.26,13.67
"MATTIAS.TEDENBY","2007-2017","N.J","L",120,121.76,2,3,5,4,2.46,1.97,5.17,2.55,171,26,145,86.8,-2.16,9,2,7,81.82,3.48,10.88,1.84,9.04,85.53,-1.86,2,4,2,31,15.28,3.63,1.79,10.53,98.58,93.06,20.07,45.5,88.99,34.97,14.08
"MATT.IRWIN","2007-2017","S.J/BOS/NSH","D",225,259.72,6,8,14,11,3.23,2.54,15.65,3.62,413,81,332,83.6,-5.66,29,6,23,82.86,-11.59,26.7,6.22,20.48,81.11,-9.91,4,2,-2,149,34.42,5.97,1.38,7.5,102.96,80.59,22.3,34.11,85.45,34.43,12.52
"MATT.LASHOFF","2007-2017","BOS/T.B/TOR","D",49,90.69,0,5,5,2,3.31,1.32,4,2.65,132,20,112,86.84,-1.3,8,3,5,72.73,-17.27,8.13,1.37,6.76,85.58,-5.38,1,0,-1,27,17.86,0.97,0.64,0,90.88,87.32,31.65,45.04,84.88,37.38,12.84
"MATT.MARTIN","2007-2017","NYI/TOR","L",518,117.19,1,1,2,2,1.02,1.02,2.82,1.44,185,22,163,89.37,0.99,9,1,8,90,-0.19,14.16,1.6,12.56,89.85,0.32,6,2,-4,32,16.38,5.25,2.69,3.85,102.52,88.52,4.44,35.67,84.94,35.34,12.06
"MATT.MOULSON","2007-2017","L.A/NYI/BUF/MIN","L",635,1707.69,64,57,121,102,4.25,3.58,112.04,3.94,2787,353,2434,88.76,2.01,200,13,187,93.9,5.92,216.76,22.12,194.64,90.74,3.02,6,9,3,532,18.69,70.68,2.48,18.23,107.12,95.02,49.93,53.24,84.61,38.67,12.39
"MATT.NIETO","2007-2017","S.J/COL","L",244,151.49,1,5,6,1,2.38,0.4,5.14,2.04,199,40,159,83.26,-5.03,10,4,6,71.43,-19.42,11.62,2.69,8.93,81.2,-8.5,0,1,1,24,9.51,2.46,0.97,5,95.15,86.67,12.12,32.45,85.42,34.89,12.25
"MATT.NISKANEN","2007-2017","DAL/PIT/WSH","D",731,1607.79,13,73,86,48,3.21,1.79,76.31,2.85,2701,345,2356,88.67,-0.88,173,19,154,90.1,-1.72,169.34,21.14,148.2,88.9,-1.98,6,0,-6,626,23.36,21.94,0.82,4.71,104.12,92.26,38.88,49.83,87.7,37.36,12.28
"MATT.PETTINGER","2007-2017","WSH/VAN/T.B","L",143,103.59,3,2,5,5,2.9,2.9,3.96,2.29,129,20,109,86.58,-0.55,9,0,9,100,9.91,6.86,1.39,5.47,83.15,-7.06,1,0,-1,11,6.37,1.55,0.9,50,114.52,87.88,10.94,44.5,86.4,35.29,13.05
"MATT.READ","2007-2017","PHI","R",418,659.7,10,18,28,19,2.55,1.73,23.55,2.14,916,120,796,88.42,-0.64,59,9,50,86.76,-1.58,59.48,7.61,51.87,88.66,-0.21,3,0,-3,122,11.1,11.89,1.08,14.93,100.74,88.06,27.34,35.56,83.05,35.55,12.49
"MATT.STAJAN","2007-2017","TOR/CGY","C",624,560.45,9,17,26,21,2.78,2.25,22.49,2.41,894,117,777,88.43,-0.08,52,7,45,88.14,-2.01,60.1,6.57,53.53,90.15,-0.2,3,1,-2,107,11.46,14.82,1.59,13.85,100.58,92.29,16.2,44.94,87.68,36.15,12.07
"MATT.TAORMINA","2007-2017","N.J/T.B","D",59,88.9,1,1,2,2,1.35,1.35,2.48,1.67,126,11,115,91.97,6.8,4,1,3,80,1.43,7.65,0.47,7.18,94.21,10.7,0,0,0,32,21.6,1.12,0.76,7.69,93.85,95.38,30.81,49.73,87.44,36.57,11.82
"MATT.TENNYSON","2007-2017","S.J/CAR","D",105,83.7,2,1,3,2,2.15,1.43,3.02,2.16,118,30,88,79.73,-10.8,4,0,4,100,7.27,7.51,1.96,5.55,79.3,-11.44,0,0,0,30,21.51,1.1,0.79,16.67,106.35,85,16.24,30.64,85.03,34.5,12.45
"MAX.DOMI","2007-2017","ARI","C/C/L",140,387.32,5,20,25,19,3.87,2.94,20.82,3.23,642,71,571,90.04,5.59,48,7,41,87.27,14.77,45.42,5.44,39.98,89.3,6.8,8,4,-4,113,17.5,7.58,1.17,8.2,101.25,93.84,50.73,51.35,85.4,37.96,11.19
"MAXIM.AFINOGENOV","2007-2017","BUF/ATL","R",182,526.69,7,22,29,14,3.3,1.59,23.33,2.66,730,119,611,85.98,-1.24,52,6,46,89.66,-4.46,47.14,6.85,40.29,87.31,-1.02,5,5,0,119,13.56,8.07,0.92,10.77,105.61,90.34,42.37,44.64,86.26,35.72,12.87
"MAXIM.LAPIERRE","2007-2017","MTL/ANA/VAN/STL/PIT","C",564,66.55,1,1,2,2,1.8,1.8,2.27,2.05,86,15,71,85.15,-3.46,5,1,4,83.33,-7.66,4.77,0.66,4.11,87.85,-2.1,1,2,1,16,14.43,1.54,1.39,11.11,99.13,81.08,2.08,27.74,83.96,33.71,13
"MAX.PACIORETTY","2007-2017","MTL","L",561,1413.1,47,47,94,74,3.99,3.14,84.01,3.57,2283,315,1968,87.88,2.1,161,26,135,86.1,-4.16,148.44,19.94,128.5,88.16,1.77,18,2,-16,518,21.99,40.16,1.71,16.73,101.76,95.05,46.67,52.21,84.43,38.85,11.89
"MAX.TALBOT","2007-2017","PIT/PHI/COL/BOS","C",578,115.37,2,6,8,5,4.16,2.6,5.61,2.92,128,35,93,78.53,-9.17,8,0,8,100,10.26,8.41,0.8,7.61,91.31,2.15,4,1,-3,18,9.36,2.15,1.12,20,112.31,82.68,3.24,36.51,84.68,33.86,13.35
"MELKER.KARLSSON","2007-2017","S.J","C",184,89.09,1,0,1,1,0.67,0.67,1.3,0.88,107,18,89,85.6,-2.23,4,2,2,66.67,-25.83,5.95,1.35,4.6,81.51,-8.86,0,0,0,12,8.08,1.35,0.91,14.29,91.5,83.61,9.42,28.04,81.81,34.07,12.39
"MICHAEL.DEL ZOTTO","2007-2017","NYR/NSH/PHI","D",483,1249.13,10,58,68,41,3.27,1.97,55.18,2.65,1865,302,1563,86.06,-2.21,124,13,111,90.51,-1.33,139.29,19.48,119.81,87.73,-1.83,9,7,-2,327,15.71,12.14,0.58,7.09,105.91,94.36,46.52,44.78,85.24,37.24,12.61
"MICHAEL.FROLIK","2007-2017","FLA/CHI/WPG/CGY","C/C/R/R",658,889.01,15,31,46,27,3.1,1.82,38.12,2.57,1302,194,1108,87.03,-1.19,79,13,66,85.87,-4,81.57,11.04,70.53,88.08,-0.94,11,2,-9,235,15.86,17.15,1.16,11.9,100.34,90.38,24.37,44.47,86.8,35.51,12.43
"MICHAEL.GRABNER","2007-2017","VAN/NYI/TOR/NYR","R",473,216.03,6,7,13,9,3.61,2.5,11.66,3.24,297,53,244,84.86,-4.55,24,1,23,96,7.23,19.95,3.12,16.83,86.48,-3.5,0,3,3,46,12.78,4.09,1.14,18.75,112.45,90.96,8.68,36.29,85.37,35.18,13.23
"MICHAEL.GRIER","2007-2017","S.J/BUF","R",203,50.39,0,0,0,0,0,0,0.44,0.52,47,18,29,72.31,-13.64,1,1,0,50,-38.16,2.85,0.75,2.1,79.17,-11.29,0,0,0,7,8.33,0.89,1.06,0,93.45,78.05,3.99,27.57,83.51,33.02,15.7
"MICHAEL.KNUBLE","2007-2017","PHI","R",74,323.36,15,12,27,21,5.01,3.9,21.96,4.07,521,79,442,86.83,0.86,48,2,46,96,6.71,36.55,3.77,32.78,90.65,2.55,9,1,-8,86,15.96,10.82,2.01,25.86,113.51,94.83,62.38,58.91,84.62,37.93,13.02
"MICHAEL.KOSTKA","2007-2017","TOR/CHI/T.B/NYR/OTT","D",85,125.46,0,4,4,1,1.91,0.48,3.39,1.62,169,28,141,85.79,-3.48,10,1,9,90.91,2.81,11.86,1.77,10.09,87.01,-2.63,1,1,0,24,11.48,0.73,0.35,0,104.06,91.21,28.03,45.05,84.22,36.59,12.48
"MICHAEL.MODANO","2007-2017","DAL","C",76,300.72,4,17,21,9,4.19,1.8,17.18,3.43,495,50,445,90.83,5.98,38,5,33,88.37,-2.54,34.57,3.48,31.09,90.85,0.32,1,3,2,109,21.75,5.68,1.13,8.16,101.63,96.77,60.1,50.37,85.84,39.51,13.04
"MICHAEL.NYLANDER","2007-2017","WSH","C",111,358.96,9,19,28,22,4.68,3.68,22.54,3.77,556,83,473,87.01,-3.52,41,6,35,87.23,-5.07,38.4,7.16,31.24,84.28,-6.73,3,2,-1,69,11.53,7.18,1.2,20.93,102.55,94.42,51.15,55.75,88.98,36.27,13.21
"MICHAEL.PECA","2007-2017","CBJ","C",136,225.84,3,11,14,11,3.72,2.92,11.43,3.04,306,38,268,88.95,-0.37,23,1,22,95.83,5.64,20.15,1.76,18.39,91.97,1.22,1,0,-1,41,10.89,4.55,1.21,15,109.59,89.53,24.76,43.49,88.03,36.15,12.75
"MICHAEL.RAFFL","2007-2017","PHI","L",269,149.92,4,1,5,5,2,2,5.25,2.1,212,29,183,87.97,-1.25,9,2,7,81.82,-4.71,12.48,2.13,10.35,85.42,-3.46,1,0,-1,33,13.21,4.36,1.74,18.18,97.23,89.34,10.1,36.12,86.52,36.16,11.73
"MICHAEL.RUPP","2007-2017","N.J/PIT","R/C/C",293,104.39,1,2,3,3,1.72,1.72,2.76,1.59,141,23,118,85.98,-4.14,8,2,6,80,-13.09,7.19,1.59,5.6,81.89,-10.51,1,0,-1,16,9.2,1.57,0.9,10,98.1,85.9,5.72,36.46,84.76,33.62,13.21
"MICHAEL.RYDER","2007-2017","MTL/BOS/DAL/N.J","R",556,1309.94,45,43,88,64,4.03,2.93,79.3,3.63,1987,319,1668,86.17,-0.83,155,14,141,91.72,-3.17,130.68,20.64,110.04,86.36,-2.42,8,5,-3,462,21.16,37.79,1.73,17.24,107.28,93.88,42.93,47.25,85.93,37.12,12.3
"MICHAEL.SILLINGER","2007-2017","NYI","C",48,115.15,1,3,4,3,2.08,1.56,3.46,1.8,156,22,134,87.64,3.85,8,2,6,80,8.57,8.62,1.67,6.95,83.77,-0.09,2,0,-2,20,10.42,1.31,0.68,11.11,96.31,86.49,38.77,44.64,82.21,35.89,14.41
"MICHAEL.STONE","2007-2017","ARI/CGY","D",343,519.69,4,29,33,23,3.81,2.66,29.58,3.42,806,115,691,87.51,-1.81,57,9,48,86.36,-4.02,57.25,6.6,50.65,89.66,0.63,5,0,-5,215,24.82,6.71,0.77,3.74,101.23,91.68,28.77,47.88,86.84,36.52,11.73
"MICHAEL.YORK","2007-2017","ARI/CBJ","L",63,107.38,4,2,6,5,3.35,2.79,6.17,3.45,167,30,137,84.77,-1,9,2,7,81.82,-6.55,11.32,2.12,9.2,84.23,-2.82,0,1,1,32,17.88,2.7,1.51,17.39,100.26,83.33,25.93,42.37,84.65,36.51,13.66
"MICHAL.HANDZUS","2007-2017","L.A/S.J/CHI","C",492,783.75,18,22,40,33,3.06,2.53,33.79,2.59,1311,165,1146,88.82,-1.27,92,6,86,93.88,3.14,79.74,10.98,68.76,87.9,-3.47,16,4,-12,143,10.95,19.74,1.51,20.45,108.06,93.71,25.84,45.76,89.27,36.72,11.81
"MICHAL.ROZSIVAL","2007-2017","NYR/ARI/CHI","D",562,917.45,11,34,45,23,2.94,1.5,36.27,2.37,1343,208,1135,86.59,-2.47,79,8,71,90.8,4.23,100.84,12.84,88,88.71,-0.52,11,1,-10,220,14.39,9.99,0.65,10,105.12,90.24,28.8,42.54,86.51,36.56,12.58
"MICHEAL.FERLAND","2007-2017","CGY","L",173,116.27,2,3,5,3,2.58,1.55,4.29,2.21,196,24,172,89.09,-0.73,14,2,12,87.5,-5.43,14.21,1.75,12.46,89.04,-2.08,1,0,-1,24,12.38,3.52,1.82,13.33,103.47,89.11,13.4,42.81,88.59,35.36,11.44
"MICHEL.OUELLET","2007-2017","T.B/VAN","R",64,126.73,5,5,10,9,4.73,4.26,8.43,3.99,171,35,136,83.01,-4.2,16,0,16,100,10,10.14,1.48,8.66,87.26,-1.74,1,0,-1,39,18.46,2.82,1.34,26.32,117.98,94.57,32.18,51.32,86.44,35.08,13.95
"MIKAEL.BACKLUND","2007-2017","CGY","C",461,679.24,20,26,46,32,4.06,2.83,38.28,3.38,1029,117,912,89.79,1.49,73,7,66,91.25,1.39,68.13,6.04,62.09,91.86,2.22,6,4,-2,171,15.11,16.99,1.5,20.62,104.73,91.78,27.97,41.41,86.76,35.85,11.6
"MIKAEL.GRANLUND","2007-2017","MIN","C",320,725.71,11,41,52,36,4.3,2.98,41.4,3.42,1136,129,1007,89.8,0.17,81,8,73,91.01,-1.7,79.2,7.08,72.12,91.79,-0.21,3,4,1,156,12.9,12.46,1.03,12.94,102.98,92.56,44.29,45.92,88.16,36.78,11.55
"MIKAEL.SAMUELSSON","2007-2017","DET/VAN/FLA","R",385,1030.31,32,47,79,55,4.6,3.2,73.06,4.25,1858,189,1669,90.77,0.16,144,9,135,94.12,1.33,126.93,11.51,115.42,91.69,-0.55,14,15,1,466,27.14,23.36,1.36,12.4,106.82,93.74,43.37,43.83,89.36,37.22,12.34
"MIKA.ZIBANEJAD","2007-2017","OTT/NYR","C",336,760.19,16,32,48,31,3.79,2.45,43.2,3.41,1263,152,1111,89.26,2.42,76,8,68,90.48,2.14,88.11,10.33,77.78,89.51,4.63,2,4,2,291,22.97,19.47,1.54,10.96,103.33,94.35,43.64,49.38,87.21,37.94,11.42
"MIKE.CAMMALLERI","2007-2017","L.A/CGY/MTL/N.J","C/L/L",619,1879.88,65,91,156,117,4.98,3.73,142.16,4.54,2959,409,2550,87.86,1.71,224,32,192,87.5,0.07,218.97,28.68,190.29,88.42,2.01,16,11,-5,772,24.64,54.4,1.74,13.74,102.09,94.86,54.53,48.77,86.79,37.9,11.96
"MIKE.COMMODORE","2007-2017","CAR/OTT/CBJ/DET/T.B","D",249,154.47,0,5,5,4,1.94,1.55,5.77,2.24,198,50,148,79.84,-7.39,8,3,5,72.73,-13.86,11.67,3.07,8.6,79.17,-8.39,1,0,-1,62,24.08,2.2,0.85,0,97.21,85.34,9.65,36.63,86.37,34.74,12.58
"MIKE.COMRIE","2007-2017","NYI/OTT/EDM/PIT","C",198,624.28,10,26,36,25,3.46,2.4,30.57,2.94,879,158,721,84.76,-4.53,57,12,45,82.61,-3.11,56.9,10.3,46.6,84.67,-4.87,13,7,-6,142,13.65,13.15,1.26,10.64,101.31,91.67,49.08,48.55,87.29,37.04,12.26
"MIKE.FISHER","2007-2017","OTT/NSH","C",698,1751.94,46,54,100,77,3.42,2.64,88.55,3.03,2696,320,2376,89.39,1.82,210,9,201,95.89,4.47,181.31,19.33,161.98,90.37,2.01,23,14,-9,440,15.07,42.83,1.47,17.69,110.15,94.04,46.57,50.56,87.76,36.91,11.9
"MIKE.GREEN","2007-2017","WSH/DET","D",626,2327.69,59,123,182,133,4.69,3.43,159.05,4.1,4080,517,3563,88.75,-0.51,331,36,295,90.19,1.8,284.53,37.45,247.08,88.37,-1.69,16,9,-7,964,24.85,43.89,1.13,12.42,105.1,95.34,67.38,55.21,88.49,37.59,12.2
